section_name,item_no,result_json
relevant functions/RPCs,4,"{""acl"":[""=X/supabase_realtime_admin"",""supabase_realtime_admin=X/supabase_realtime_admin"",""postgres=X/supabase_realtime_admin"",""dashboard_user=X/supabase_realtime_admin"",""anon=X/supabase_realtime_admin"",""authenticated=X/supabase_realtime_admin"",""service_role=X/supabase_realtime_admin""],""owner"":""supabase_realtime_admin"",""schema"":""realtime"",""definition"":""CREATE OR REPLACE FUNCTION realtime.apply_rls(wal jsonb, max_record_bytes integer DEFAULT (1024 * 1024))\n RETURNS SETOF realtime.wal_rls\n LANGUAGE plpgsql\nAS $function$\ndeclare\n    -- Regclass of the table e.g. public.notes\n    entity_ regclass = (quote_ident(wal ->> 'schema') || '.' || quote_ident(wal ->> 'table'))::regclass;\n\n    -- I, U, D, T: insert, update ...\n    action realtime.action = (\n        case wal ->> 'action'\n            when 'I' then 'INSERT'\n            when 'U' then 'UPDATE'\n            when 'D' then 'DELETE'\n            else 'ERROR'\n        end\n    );\n\n    -- Is row level security enabled for the table\n    is_rls_enabled bool = relrowsecurity from pg_class where oid = entity_;\n\n    subscriptions realtime.subscription[] = array_agg(subs)\n        from\n            realtime.subscription subs\n        where\n            subs.entity = entity_\n            -- Filter by action early - only get subscriptions interested in this action\n            -- action_filter column can be: '*' (all), 'INSERT', 'UPDATE', or 'DELETE'\n            and (subs.action_filter = '*' or subs.action_filter = action::text);\n\n    -- Subscription vars\n    working_role regrole;\n    working_selected_columns text[];\n    claimed_role regrole;\n    claims jsonb;\n\n    subscription_id uuid;\n    subscription_has_access bool;\n    visible_to_subscription_ids uuid[] = '{}';\n\n    -- structured info for wal's columns\n    columns realtime.wal_column[];\n    -- previous identity values for update/delete\n    old_columns realtime.wal_column[];\n\n    error_record_exceeds_max_size boolean = octet_length(wal::text) > max_record_bytes;\n\n    -- Primary jsonb output for record\n    output jsonb;\n\n    -- Loop record for iterating unique roles (outer loop)\n    role_record record;\n    -- Loop record for iterating unique selected_columns within a role (inner loop)\n    cols_record record;\n    -- Subscription ids visible at the role level (before fanning out by selected_columns)\n    visible_role_sub_ids uuid[] = '{}';\n\nbegin\n    perform set_config('role', null, true);\n\n    columns =\n        array_agg(\n            (\n                x->>'name',\n                x->>'type',\n                x->>'typeoid',\n                realtime.cast(\n                    (x->'value') #>> '{}',\n                    coalesce(\n                        (x->>'typeoid')::regtype, -- null when wal2json version <= 2.4\n                        (x->>'type')::regtype\n                    )\n                ),\n                (pks ->> 'name') is not null,\n                true\n            )::realtime.wal_column\n        )\n        from\n            jsonb_array_elements(wal -> 'columns') x\n            left join jsonb_array_elements(wal -> 'pk') pks\n                on (x ->> 'name') = (pks ->> 'name');\n\n    old_columns =\n        array_agg(\n            (\n                x->>'name',\n                x->>'type',\n                x->>'typeoid',\n                realtime.cast(\n                    (x->'value') #>> '{}',\n                    coalesce(\n                        (x->>'typeoid')::regtype, -- null when wal2json version <= 2.4\n                        (x->>'type')::regtype\n                    )\n                ),\n                (pks ->> 'name') is not null,\n                true\n            )::realtime.wal_column\n        )\n        from\n            jsonb_array_elements(wal -> 'identity') x\n            left join jsonb_array_elements(wal -> 'pk') pks\n                on (x ->> 'name') = (pks ->> 'name');\n\n    for role_record in\n        select claims_role\n        from (select distinct claims_role from unnest(subscriptions)) t\n        order by claims_role::text\n    loop\n        working_role := role_record.claims_role;\n\n        -- Update `is_selectable` for columns and old_columns (once per role)\n        columns =\n            array_agg(\n                (\n                    c.name,\n                    c.type_name,\n                    c.type_oid,\n                    c.value,\n                    c.is_pkey,\n                    pg_catalog.has_column_privilege(working_role, entity_, c.name, 'SELECT')\n                )::realtime.wal_column\n            )\n            from\n                unnest(columns) c;\n\n        old_columns =\n                array_agg(\n                    (\n                        c.name,\n                        c.type_name,\n                        c.type_oid,\n                        c.value,\n                        c.is_pkey,\n                        pg_catalog.has_column_privilege(working_role, entity_, c.name, 'SELECT')\n                    )::realtime.wal_column\n                )\n                from\n                    unnest(old_columns) c;\n\n        if action <> 'DELETE' and count(1) = 0 from unnest(columns) c where c.is_pkey then\n            -- Fan out 400 error per distinct selected_columns for this role\n            for cols_record in\n                select selected_columns\n                from (select distinct selected_columns from unnest(subscriptions) s where s.claims_role = working_role) t\n                order by coalesce(array_to_string(selected_columns, ','), '')\n            loop\n                working_selected_columns := cols_record.selected_columns;\n                return next (\n                    jsonb_build_object(\n                        'schema', wal ->> 'schema',\n                        'table', wal ->> 'table',\n                        'type', action\n                    ),\n                    is_rls_enabled,\n                    (select array_agg(s.subscription_id) from unnest(subscriptions) as s where s.claims_role = working_role and (s.selected_columns is not distinct from working_selected_columns)),\n                    array['Error 400: Bad Request, no primary key']\n                )::realtime.wal_rls;\n            end loop;\n\n        -- The claims role does not have SELECT permission to the primary key of entity\n        elsif action <> 'DELETE' and sum(c.is_selectable::int) <> count(1) from unnest(columns) c where c.is_pkey then\n            -- Fan out 401 error per distinct selected_columns for this role\n            for cols_record in\n                select selected_columns\n                from (select distinct selected_columns from unnest(subscriptions) s where s.claims_role = working_role) t\n                order by coalesce(array_to_string(selected_columns, ','), '')\n            loop\n                working_selected_columns := cols_record.selected_columns;\n                return next (\n                    jsonb_build_object(\n                        'schema', wal ->> 'schema',\n                        'table', wal ->> 'table',\n                        'type', action\n                    ),\n                    is_rls_enabled,\n                    (select array_agg(s.subscription_id) from unnest(subscriptions) as s where s.claims_role = working_role and (s.selected_columns is not distinct from working_selected_columns)),\n                    array['Error 401: Unauthorized']\n                )::realtime.wal_rls;\n            end loop;\n\n        else\n            -- Create the prepared statement (once per role)\n            if is_rls_enabled and action <> 'DELETE' then\n                if (select 1 from pg_prepared_statements where name = 'walrus_rls_stmt' limit 1) > 0 then\n                    deallocate walrus_rls_stmt;\n                end if;\n                execute realtime.build_prepared_statement_sql('walrus_rls_stmt', entity_, columns);\n            end if;\n\n            -- Collect all visible subscription IDs for this role (filter check + RLS check)\n            visible_role_sub_ids = '{}';\n\n            for subscription_id, claims in (\n                    select\n                        subs.subscription_id,\n                        subs.claims\n                    from\n                        unnest(subscriptions) subs\n                    where\n                        subs.entity = entity_\n                        and subs.claims_role = working_role\n                        and (\n                            realtime.is_visible_through_filters(columns, subs.filters)\n                            or (\n                              action = 'DELETE'\n                              and realtime.is_visible_through_filters(old_columns, subs.filters)\n                            )\n                        )\n            ) loop\n\n                if not is_rls_enabled or action = 'DELETE' then\n                    visible_role_sub_ids = visible_role_sub_ids || subscription_id;\n                else\n                    -- Check if RLS allows the role to see the record\n                    perform\n                        -- Trim leading and trailing quotes from working_role because set_config\n                        -- doesn't recognize the role as valid if they are included\n                        set_config('role', trim(both '\""' from working_role::text), true),\n                        set_config('request.jwt.claims', claims::text, true);\n\n                    execute 'execute walrus_rls_stmt' into subscription_has_access;\n\n                    -- Reset the role on every FOR..LOOP batch execution.\n                    -- The first batch of 10 rows is pre-fetched using the current connection role (PG internal behaviour)\n                    -- then we have to reset it again otherwise it would use the role defined in the `set_config` above\n                    -- to fetch the remaining rows when rows>10, which could be a user-defined role that lacks execution grants.\n                    -- The flow is:\n                    --   1. run batch with conn role\n                    --   2. set_config working_role\n                    --   3. execute walrus\n                    --   4. reset role (revert)\n                    --   5. repeat\n                    perform set_config('role', null, true);\n\n                    if subscription_has_access then\n                        visible_role_sub_ids = visible_role_sub_ids || subscription_id;\n                    end if;\n                end if;\n            end loop;\n\n            perform set_config('role', null, true);\n\n            -- Inner loop: per distinct selected_columns for this role\n            for cols_record in\n                select selected_columns\n                from (select distinct selected_columns from unnest(subscriptions) s where s.claims_role = working_role) t\n                order by coalesce(array_to_string(selected_columns, ','), '')\n            loop\n                working_selected_columns := cols_record.selected_columns;\n\n                output = jsonb_build_object(\n                    'schema', wal ->> 'schema',\n                    'table', wal ->> 'table',\n                    'type', action,\n                    'commit_timestamp', to_char(\n                        ((wal ->> 'timestamp')::timestamptz at time zone 'utc'),\n                        'YYYY-MM-DD\""T\""HH24:MI:SS.MS\""Z\""'\n                    ),\n                    'columns', (\n                        select\n                            jsonb_agg(\n                                jsonb_build_object(\n                                    'name', pa.attname,\n                                    'type', pt.typname\n                                )\n                                order by pa.attnum asc\n                            )\n                        from\n                            pg_attribute pa\n                            join pg_type pt\n                                on pa.atttypid = pt.oid\n                            left join (\n                                select unnest(conkey) as pkey_attnum\n                                from pg_constraint\n                                where conrelid = entity_ and contype = 'p'\n                            ) pk on pk.pkey_attnum = pa.attnum\n                        where\n                            attrelid = entity_\n                            and attnum > 0\n                            and pg_catalog.has_column_privilege(working_role, entity_, pa.attname, 'SELECT')\n                            and (working_selected_columns is null or pa.attname = any(working_selected_columns) or pk.pkey_attnum is not null)\n                    )\n                )\n                -- Add \""record\"" key for insert and update\n                || case\n                    when action in ('INSERT', 'UPDATE') then\n                        jsonb_build_object(\n                            'record',\n                            (\n                                select\n                                    jsonb_object_agg(\n                                        -- if unchanged toast, get column name and value from old record\n                                        coalesce((c).name, (oc).name),\n                                        case\n                                            when (c).name is null then (oc).value\n                                            else (c).value\n                                        end\n                                    )\n                                from\n                                    unnest(columns) c\n                                    full outer join unnest(old_columns) oc\n                                        on (c).name = (oc).name\n                                where\n                                    coalesce((c).is_selectable, (oc).is_selectable)\n                                    and (working_selected_columns is null or coalesce((c).name, (oc).name) = any(working_selected_columns) or coalesce((c).is_pkey, (oc).is_pkey))\n                                    and ( not error_record_exceeds_max_size or (octet_length((c).value::text) <= 64))\n                            )\n                        )\n                    else '{}'::jsonb\n                end\n                -- Add \""old_record\"" key for update and delete\n                || case\n                    when action = 'UPDATE' then\n                        jsonb_build_object(\n                                'old_record',\n                                (\n                                    select jsonb_object_agg((c).name, (c).value)\n                                    from unnest(old_columns) c\n                                    where\n                                        (c).is_selectable\n                                        and (working_selected_columns is null or (c).name = any(working_selected_columns) or (c).is_pkey)\n                                        and ( not error_record_exceeds_max_size or (octet_length((c).value::text) <= 64))\n                                )\n                            )\n                    when action = 'DELETE' then\n                        jsonb_build_object(\n                            'old_record',\n                            (\n                                select jsonb_object_agg((c).name, (c).value)\n                                from unnest(old_columns) c\n                                where\n                                    (c).is_selectable\n                                    and (working_selected_columns is null or (c).name = any(working_selected_columns) or (c).is_pkey)\n                                    and ( not error_record_exceeds_max_size or (octet_length((c).value::text) <= 64))\n                                    and ( not is_rls_enabled or (c).is_pkey ) -- if RLS enabled, we can't secure deletes so filter to pkey\n                            )\n                        )\n                    else '{}'::jsonb\n                end;\n\n                -- Filter visible_role_sub_ids to those matching the current selected_columns group\n                visible_to_subscription_ids = coalesce(\n                    (\n                        select array_agg(s.subscription_id)\n                        from unnest(subscriptions) s\n                        where s.claims_role = working_role\n                          and (s.selected_columns is not distinct from working_selected_columns)\n                          and s.subscription_id = any(visible_role_sub_ids)\n                    ),\n                    '{}'::uuid[]\n                );\n\n                return next (\n                    output,\n                    is_rls_enabled,\n                    visible_to_subscription_ids,\n                    case\n                        when error_record_exceeds_max_size then array['Error 413: Payload Too Large']\n                        else '{}'\n                    end\n                )::realtime.wal_rls;\n            end loop;\n\n        end if;\n    end loop;\n\n    perform set_config('role', null, true);\nend;\n$function$\n"",""result_type"":""SETOF realtime.wal_rls"",""function_name"":""apply_rls"",""security_mode"":""SECURITY INVOKER"",""identity_arguments"":""wal jsonb, max_record_bytes integer"",""configured_parameters"":null}"
relevant functions/RPCs,5,"{""acl"":[""=X/supabase_realtime_admin"",""supabase_realtime_admin=X/supabase_realtime_admin"",""postgres=X/supabase_realtime_admin"",""dashboard_user=X/supabase_realtime_admin"",""anon=X/supabase_realtime_admin"",""authenticated=X/supabase_realtime_admin"",""service_role=X/supabase_realtime_admin""],""owner"":""supabase_realtime_admin"",""schema"":""realtime"",""definition"":""CREATE OR REPLACE FUNCTION realtime.is_visible_through_filters(columns realtime.wal_column[], filters realtime.user_defined_filter[])\n RETURNS boolean\n LANGUAGE sql\n STABLE\nAS $function$\n    select\n        filters is null\n        or array_length(filters, 1) is null\n        or coalesce(\n            count(col.name) = count(1)\n            and sum(\n                realtime.check_equality_op(\n                    op:=f.op,\n                    type_:=coalesce(col.type_oid::regtype, col.type_name::regtype),\n                    val_1:=col.value #>> '{}',\n                    val_2:=f.value,\n                    negate:=coalesce(f.negate, false)\n                )::int\n            ) filter (where col.name is not null) = count(col.name),\n            false\n        )\n    from\n        unnest(filters) f\n        left join unnest(columns) col\n            on f.column_name = col.name;\n$function$\n"",""result_type"":""boolean"",""function_name"":""is_visible_through_filters"",""security_mode"":""SECURITY INVOKER"",""identity_arguments"":""columns realtime.wal_column[], filters realtime.user_defined_filter[]"",""configured_parameters"":null}"
relevant functions/RPCs,6,"{""acl"":[""=X/supabase_realtime_admin"",""supabase_realtime_admin=X/supabase_realtime_admin"",""postgres=X/supabase_realtime_admin"",""dashboard_user=X/supabase_realtime_admin""],""owner"":""supabase_realtime_admin"",""schema"":""realtime"",""definition"":""CREATE OR REPLACE FUNCTION realtime.list_changes(publication name, slot_name name, max_changes integer, max_record_bytes integer)\n RETURNS TABLE(wal jsonb, is_rls_enabled boolean, subscription_ids uuid[], errors text[], slot_changes_count bigint)\n LANGUAGE sql\n SET log_min_messages TO 'fatal'\nAS $function$\n  WITH pub AS (\n    SELECT\n      concat_ws(\n        ',',\n        CASE WHEN bool_or(pubinsert) THEN 'insert' ELSE NULL END,\n        CASE WHEN bool_or(pubupdate) THEN 'update' ELSE NULL END,\n        CASE WHEN bool_or(pubdelete) THEN 'delete' ELSE NULL END\n      ) AS w2j_actions,\n      coalesce(\n        string_agg(\n          realtime.quote_wal2json(format('%I.%I', schemaname, tablename)::regclass),\n          ','\n        ) filter (WHERE ppt.tablename IS NOT NULL),\n        ''\n      ) AS w2j_add_tables\n    FROM pg_publication pp\n    LEFT JOIN pg_publication_tables ppt ON pp.pubname = ppt.pubname\n    WHERE pp.pubname = publication\n    GROUP BY pp.pubname\n    LIMIT 1\n  ),\n  -- MATERIALIZED ensures pg_logical_slot_get_changes is called exactly once\n  w2j AS MATERIALIZED (\n    SELECT x.*, pub.w2j_add_tables\n    FROM pub,\n         pg_logical_slot_get_changes(\n           slot_name, null, max_changes,\n           'include-pk', 'true',\n           'include-transaction', 'false',\n           'include-timestamp', 'true',\n           'include-type-oids', 'true',\n           'format-version', '2',\n           'actions', pub.w2j_actions,\n           'add-tables', pub.w2j_add_tables\n         ) x\n  ),\n  slot_count AS (\n    SELECT count(*)::bigint AS cnt\n    FROM w2j\n    WHERE w2j.w2j_add_tables <> ''\n  ),\n  rls_filtered AS (\n    SELECT xyz.wal, xyz.is_rls_enabled, xyz.subscription_ids, xyz.errors\n    FROM w2j,\n         realtime.apply_rls(\n           wal := w2j.data::jsonb,\n           max_record_bytes := max_record_bytes\n         ) xyz(wal, is_rls_enabled, subscription_ids, errors)\n    WHERE w2j.w2j_add_tables <> ''\n      AND xyz.subscription_ids[1] IS NOT NULL\n  )\n  SELECT rf.wal, rf.is_rls_enabled, rf.subscription_ids, rf.errors, sc.cnt\n  FROM rls_filtered rf, slot_count sc\n\n  UNION ALL\n\n  SELECT null, null, null, null, sc.cnt\n  FROM slot_count sc\n  WHERE NOT EXISTS (SELECT 1 FROM rls_filtered)\n$function$\n"",""result_type"":""TABLE(wal jsonb, is_rls_enabled boolean, subscription_ids uuid[], errors text[], slot_changes_count bigint)"",""function_name"":""list_changes"",""security_mode"":""SECURITY INVOKER"",""identity_arguments"":""publication name, slot_name name, max_changes integer, max_record_bytes integer"",""configured_parameters"":[""log_min_messages=fatal""]}"
relevant functions/RPCs,7,"{""acl"":[""=X/supabase_realtime_admin"",""supabase_realtime_admin=X/supabase_realtime_admin"",""postgres=X/supabase_realtime_admin"",""dashboard_user=X/supabase_realtime_admin"",""anon=X/supabase_realtime_admin"",""authenticated=X/supabase_realtime_admin"",""service_role=X/supabase_realtime_admin""],""owner"":""supabase_realtime_admin"",""schema"":""realtime"",""definition"":""CREATE OR REPLACE FUNCTION realtime.quote_wal2json(entity regclass)\n RETURNS text\n LANGUAGE sql\n IMMUTABLE STRICT\nAS $function$\n  SELECT\n    realtime.wal2json_escape_identifier(nsp.nspname::text)\n    || '.'\n    || realtime.wal2json_escape_identifier(pc.relname::text)\n  FROM pg_class pc\n  JOIN pg_namespace nsp ON pc.relnamespace = nsp.oid\n  WHERE pc.oid = entity\n$function$\n"",""result_type"":""text"",""function_name"":""quote_wal2json"",""security_mode"":""SECURITY INVOKER"",""identity_arguments"":""entity regclass"",""configured_parameters"":null}"
relevant functions/RPCs,8,"{""acl"":null,""owner"":""supabase_storage_admin"",""schema"":""storage"",""definition"":""CREATE OR REPLACE FUNCTION storage.allow_any_operation(expected_operations text[])\n RETURNS boolean\n LANGUAGE sql\n STABLE\nAS $function$\n  WITH current_operation AS (\n    SELECT storage.operation() AS raw_operation\n  ),\n  normalized AS (\n    SELECT CASE\n      WHEN raw_operation LIKE 'storage.%' THEN substr(raw_operation, 9)\n      ELSE raw_operation\n    END AS current_operation\n    FROM current_operation\n  )\n  SELECT EXISTS (\n    SELECT 1\n    FROM normalized n\n    CROSS JOIN LATERAL unnest(expected_operations) AS expected_operation\n    WHERE expected_operation IS NOT NULL\n      AND expected_operation <> ''\n      AND n.current_operation = CASE\n        WHEN expected_operation LIKE 'storage.%' THEN substr(expected_operation, 9)\n        ELSE expected_operation\n      END\n  );\n$function$\n"",""result_type"":""boolean"",""function_name"":""allow_any_operation"",""security_mode"":""SECURITY INVOKER"",""identity_arguments"":""expected_operations text[]"",""configured_parameters"":null}"
relevant functions/RPCs,9,"{""acl"":null,""owner"":""supabase_storage_admin"",""schema"":""storage"",""definition"":""CREATE OR REPLACE FUNCTION storage.can_insert_object(bucketid text, name text, owner uuid, metadata jsonb)\n RETURNS void\n LANGUAGE plpgsql\nAS $function$\nBEGIN\n  INSERT INTO \""storage\"".\""objects\"" (\""bucket_id\"", \""name\"", \""owner\"", \""metadata\"") VALUES (bucketid, name, owner, metadata);\n  -- hack to rollback the successful insert\n  RAISE sqlstate 'PT200' using\n  message = 'ROLLBACK',\n  detail = 'rollback successful insert';\nEND\n$function$\n"",""result_type"":""void"",""function_name"":""can_insert_object"",""security_mode"":""SECURITY INVOKER"",""identity_arguments"":""bucketid text, name text, owner uuid, metadata jsonb"",""configured_parameters"":null}"
RLS policies,1,"{""roles"":[""public""],""table"":""participants"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""policy_name"":""allow_all_participants"",""using_expression"":""true"",""with_check_expression"":""true""}"
RLS policies,2,"{""roles"":[""public""],""table"":""rooms"",""schema"":""public"",""command"":""ALL"",""permissive"":""PERMISSIVE"",""policy_name"":""allow_all_rooms"",""using_expression"":""true"",""with_check_expression"":""true""}"
rooms/participants exact column types,1,"{""table"":""participants"",""column"":""id"",""schema"":""public"",""udt_name"":""text"",""data_type"":""text"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""ordinal_position"":1,""numeric_precision"":null,""default_expression"":null,""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,2,"{""table"":""participants"",""column"":""room_id"",""schema"":""public"",""udt_name"":""text"",""data_type"":""text"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":null,""ordinal_position"":2,""numeric_precision"":null,""default_expression"":null,""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,3,"{""table"":""participants"",""column"":""name"",""schema"":""public"",""udt_name"":""text"",""data_type"":""text"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""ordinal_position"":3,""numeric_precision"":null,""default_expression"":null,""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,4,"{""table"":""participants"",""column"":""is_host"",""schema"":""public"",""udt_name"":""bool"",""data_type"":""boolean"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":null,""ordinal_position"":4,""numeric_precision"":null,""default_expression"":""false"",""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,5,"{""table"":""participants"",""column"":""choice"",""schema"":""public"",""udt_name"":""text"",""data_type"":""text"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":null,""ordinal_position"":5,""numeric_precision"":null,""default_expression"":null,""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,6,"{""table"":""participants"",""column"":""wins"",""schema"":""public"",""udt_name"":""int4"",""data_type"":""integer"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":0,""ordinal_position"":6,""numeric_precision"":32,""default_expression"":""0"",""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,7,"{""table"":""participants"",""column"":""losses"",""schema"":""public"",""udt_name"":""int4"",""data_type"":""integer"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":0,""ordinal_position"":7,""numeric_precision"":32,""default_expression"":""0"",""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,8,"{""table"":""participants"",""column"":""draws"",""schema"":""public"",""udt_name"":""int4"",""data_type"":""integer"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":0,""ordinal_position"":8,""numeric_precision"":32,""default_expression"":""0"",""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,9,"{""table"":""participants"",""column"":""penalties"",""schema"":""public"",""udt_name"":""int4"",""data_type"":""integer"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":0,""ordinal_position"":9,""numeric_precision"":32,""default_expression"":""0"",""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,10,"{""table"":""participants"",""column"":""created_at"",""schema"":""public"",""udt_name"":""timestamptz"",""data_type"":""timestamp with time zone"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":null,""ordinal_position"":10,""numeric_precision"":null,""default_expression"":""now()"",""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,11,"{""table"":""participants"",""column"":""is_ready"",""schema"":""public"",""udt_name"":""bool"",""data_type"":""boolean"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":null,""ordinal_position"":11,""numeric_precision"":null,""default_expression"":""false"",""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,12,"{""table"":""participants"",""column"":""leave_after_round"",""schema"":""public"",""udt_name"":""bool"",""data_type"":""boolean"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""ordinal_position"":12,""numeric_precision"":null,""default_expression"":""false"",""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,13,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""udt_name"":""text"",""data_type"":""text"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""ordinal_position"":1,""numeric_precision"":null,""default_expression"":null,""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,14,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""udt_name"":""text"",""data_type"":""text"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":null,""ordinal_position"":2,""numeric_precision"":null,""default_expression"":""'waiting'::text"",""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,15,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""udt_name"":""text"",""data_type"":""text"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":null,""ordinal_position"":3,""numeric_precision"":null,""default_expression"":null,""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,16,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""udt_name"":""int4"",""data_type"":""integer"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":0,""ordinal_position"":4,""numeric_precision"":32,""default_expression"":""1"",""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
rooms/participants exact column types,17,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""udt_name"":""timestamptz"",""data_type"":""timestamp with time zone"",""udt_schema"":""pg_catalog"",""is_identity"":""NO"",""is_nullable"":""YES"",""is_generated"":""NEVER"",""numeric_scale"":null,""ordinal_position"":5,""numeric_precision"":null,""default_expression"":""now()"",""identity_generation"":null,""generation_expression"":null,""character_maximum_length"":null}"
session/project context,1,"{""search_path"":""\""\\$user\"", public, extensions"",""current_user"":""postgres"",""target_region"":""ap-northeast-2"",""current_schema"":""public"",""current_database"":""postgres"",""postgres_version"":""PostgreSQL 17.6 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit"",""target_project_ref"":""sannrfmhevebqgfdqcps"",""row_security_setting"":""on""}"
table grants,1,"{""table"":""participants"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""DELETE""}"
table grants,2,"{""table"":""participants"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
table grants,3,"{""table"":""participants"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
table grants,4,"{""table"":""participants"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
table grants,5,"{""table"":""participants"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""DELETE""}"
table grants,6,"{""table"":""participants"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
table grants,7,"{""table"":""participants"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
table grants,8,"{""table"":""participants"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
table grants,9,"{""table"":""participants"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""DELETE""}"
table grants,10,"{""table"":""participants"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""INSERT""}"
table grants,11,"{""table"":""participants"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""REFERENCES""}"
table grants,12,"{""table"":""participants"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""SELECT""}"
